name,address,email,website,phone,lat,lon
Комплекс спортивных сооружений «Русская теннисная академия»,"вблизи деревни Рогозинино, дом 7Б/Н",info@vnukovocountry.club,vnukovocountry.club/sport/,(495) 032-98-19,37.1854888450414,55.5396155858877
Комплекс спортивных сооружений,"город Троицк, Центральная улица, дом 15",troitsk@mos.ru,admtroitsk.ru,(495) 840-66-46,37.3054563515777,55.47120895115
Спортивный комплекс образовательного учреждения,"улица Борисовские Пруды, дом 12, корпус 2",1998@edu.mos.ru,sch1998u.mskobr.ru/,(495) 341-59-96,37.745150820513,55.635756223324
Спортивный комплекс образовательного учреждения,"Новокосинская улица, дом 41",1591@edu.mos.ru,gym1591.mskobr.ru,(495) 702-32-39,37.871189638167,55.743925365843
Спортивный комплекс образовательного учреждения,"Палехская улица, дом 8",1374@edu.mos.ru,sch1374sv.mskobr.ru,(499) 183-01-56,37.697186441491,55.86505714964
Фитнес клуб «Спортивно-оздоровительный комплекс Газпром Трансгаз Москва»,"посёлок Газопровод, дом 101, корпус 9",info@gtm.gazprom.ru,www.gprometey.ru/,(495) 817-16-58,37.4774603428472,55.5802613333247
"Парк, озелененная городская территория «Сокольники»","3-й Лучевой просек, дом 1, строение 1",info@park.sokolniki.com,park.sokolniki.com,(499) 393-92-22,37.6718492436473,55.7968819267448
Комплекс спортивных сооружений «Теннисный центр «Спартак»,"Майский просек, дом 7, строение 7",tennis@spartak-academy.ru,tenniscentre-spartak.ru/,(925) 278-79-03,37.6803831896186,55.8036019444621
Комплекс спортивных сооружений «Теннисный центр «Спартак»,"Майский просек, дом 7, строение 7",tennis@spartak-academy.ru,tenniscentre-spartak.ru/,(925) 278-79-03,37.6811933878564,55.8035605548821
Комплекс спортивных сооружений «Теннисный центр «Спартак»,"Майский просек, дом 7, строение 7",tennis@spartak-academy.ru,tenniscentre-spartak.ru/,(925) 278-79-03,37.681405427001,55.8035490728603
Комплекс спортивных сооружений «Теннисный центр «Спартак»,"Майский просек, дом 7, строение 7",tennis@spartak-academy.ru,tenniscentre-spartak.ru/,(925) 278-79-03,37.6816310760235,55.8034806148314
Комплекс спортивных сооружений «Теннисный центр «Спартак»,"Майский просек, дом 7, строение 7",tennis@spartak-academy.ru,tenniscentre-spartak.ru/,(925) 278-79-03,37.6805273470145,55.8038952887557
Комплекс спортивных сооружений «Теннисный центр «Спартак»,"Майский просек, дом 7, строение 7",tennis@spartak-academy.ru,tenniscentre-spartak.ru/,(925) 278-79-03,37.6809666154373,55.8036345148322
Комплекс спортивных сооружений «Теннисный центр «Спартак»,"Майский просек, дом 7, строение 7",tennis@spartak-academy.ru,tenniscentre-spartak.ru/,(925) 278-79-03,37.6807862008393,55.8038254513379
Комплекс спортивных сооружений «Теннисный центр «Спартак»,"Майский просек, дом 7, строение 7",tennis@spartak-academy.ru,tenniscentre-spartak.ru/,(925) 278-79-03,37.6806627370233,55.8042171915101
Комплекс спортивных сооружений «Теннисный центр «Спартак»,"Майский просек, дом 7, строение 7",tennis@spartak-academy.ru,tenniscentre-spartak.ru/,(925) 278-79-03,37.6812081639895,55.804121191892
Комплекс спортивных сооружений «Теннисный центр «Спартак»,"Майский просек, дом 7, строение 7",tennis@spartak-academy.ru,tenniscentre-spartak.ru/,(925) 278-79-03,37.6810902973268,55.8045606915489
Комплекс спортивных сооружений «Теннисный центр «Спартак»,"Майский просек, дом 7, строение 7",tennis@spartak-academy.ru,tenniscentre-spartak.ru/,(925) 278-79-03,37.6808179025784,55.8046642050698
Комплекс спортивных сооружений «Теннисный центр «Спартак»,"Майский просек, дом 7, строение 7",tennis@spartak-academy.ru,tenniscentre-spartak.ru/,(925) 278-79-03,37.6816283433364,55.8044936337023
Комплекс спортивных сооружений «Теннисный центр «Спартак»,"Майский просек, дом 7, строение 7",tennis@spartak-academy.ru,tenniscentre-spartak.ru/,(925) 278-79-03,37.6820966228841,55.8044187205458
Комплекс спортивных сооружений «Теннисный центр «Спартак»,"Майский просек, дом 7, строение 7",tennis@spartak-academy.ru,tenniscentre-spartak.ru/,(925) 278-79-03,37.6813467618676,55.8045398539554
Крытые теннисные корты «Спортивная школа олимпийского резерва Москвич»,"Волгоградский проспект, дом 46/15, строение 16",moskvich@sport-moskvich.ru,www.sport-moskvich.ru,(499) 178-71-26,37.7352242385371,55.7069727177277
Крытые теннисные корты «Спортивная школа олимпийского резерва Москвич»,"Волгоградский проспект, дом 46/15, строение 16",moskvich@sport-moskvich.ru,www.sport-moskvich.ru,(499) 178-71-26,37.7354227220042,55.7069696888112
Крытые теннисные корты «Спортивная школа олимпийского резерва Москвич»,"Волгоградский проспект, дом 46/15, строение 16",moskvich@sport-moskvich.ru,www.sport-moskvich.ru,(499) 178-71-26,37.7349721108897,55.7069757466439
Крытые теннисные корты «Спортивная школа олимпийского резерва Москвич»,"Волгоградский проспект, дом 46/15, строение 16",moskvich@sport-moskvich.ru,www.sport-moskvich.ru,(499) 178-71-26,37.7347159599288,55.7069766931739
Спортивный комплекс образовательного учреждения,"Суздальская улица, дом 22Б",1200@edu.mos.ru,sch1200.mskobr.ru,(495) 701-05-00,37.8584332516593,55.7411075474061
Парк (особо охраняемая природная территория),"Липецкая улица, дом 26",oopt.uao@gmail.com,www.ooptuao.ru,(495) 326-46-74,37.6793333252878,55.5897492042517
"Парк, озелененная городская территория «Джамгаровский парк»","Стартовая улица, дом 10",info@bapark.ru,bapark.ru,(499) 184-34-22,37.7007110774905,55.8889489777961
"Парк, озелененная городская территория «Рекреационная зона отдыха «Терлецкая Дубрава»","Свободный проспект, дом 2А",ppkio@mail.ru,www.perovskiy-park.ru/,(495) 309-53-42,37.8206470004985,55.766173599831
"Парк, озелененная городская территория «Парк 850-летия»","Поречная улица, дом 13, корпус 1",park850@mail.ru,parkseason.ru/parki-moskvi/park-850-letiya-moskvy/,(495) 657-45-05,37.7404038387374,55.6418427701482
"Парк, озелененная городская территория «Парк 850-летия»","Поречная улица, дом 13, корпус 1",park850@mail.ru,parkseason.ru/parki-moskvi/park-850-letiya-moskvy/,(495) 657-45-05,37.7404081126214,55.6419703820683
Спортивный комплекс высшего учебного заведения,"Шереметьевская улица, дом 29",info@mgpu.ru,university-school.mskobr.ru,(499) 181-26-16,37.614447779098,55.804058697828
Спортивный комплекс образовательного учреждения,"Ломоносовский проспект, дом 13",118@edu.mos.ru,sch118uz.mskobr.ru,(495) 930-22-24,37.539312012353,55.688768557731
Дворовая территория,"Ковров переулок, дом 15",ur_tagansky@mos.ru,tagan.mos.ru,(495) 911-12-81,37.6854413055572,55.7441081314515
Комплекс спортивных сооружений «Теннисный центр «Спартак»,"Майский просек, дом 7, строение 7",tennis@spartak-academy.ru,tenniscentre-spartak.ru/,(925) 278-79-03,37.6805290877826,55.8034751200818
Комплекс спортивных сооружений «Теннисный центр «Спартак»,"Майский просек, дом 7, строение 7",tennis@spartak-academy.ru,tenniscentre-spartak.ru/,(925) 278-79-03,37.6823876666353,55.8043864557669
Парк народный «Братеевский»,"улица Борисовские Пруды, дом 8, корпус 1",sobrt@mos.ru,brateevo.mos.ru,(495) 342-42-70,37.7284805780464,55.6385493769153
Спортивный комплекс «Кировский»,"улица Пришвина, дом 20",mso@mos.sport,mos.sport/,(495) 681-01-48,37.6018031674322,55.8864812679591
Спортивный комплекс «Борисово»,"улица Борисовские Пруды, дом 29",borisovosk@mgfso.ru,mgfso.mossport.ru/object,(495) 390-33-75,37.7270216340561,55.6358220693595
Спортивный комплекс образовательного учреждения,"Веерная улица, дом 38, корпус 2",814@edu.mos.ru,sch814z.mskobr.ru,(495) 441-71-22,37.481238990864,55.714071880587
Спортивный комлекс «Связист»,"Большая Тихоновская улица, дом 5",gu_sokolniki@rambler.ru,tennis-play.com/tennis-courts/sportivnyyi_kompleks_svyazist_stadion,(499) 268-48-91,37.687987521246,55.8077288120256
Спортивный комлекс «Связист»,"Большая Тихоновская улица, дом 5",gu_sokolniki@rambler.ru,tennis-play.com/tennis-courts/sportivnyyi_kompleks_svyazist_stadion,(499) 268-48-91,37.6877649421317,55.807656988108
Спортивный комплекс образовательного учреждения,"Таймырская улица, дом 5",763@edu.mos.ru,sch763sv-new.mskobr.ru,(495) 474-79-51,37.69765309503,55.88391125704
Спортивный комплекс «Борисово»,"улица Борисовские Пруды, дом 29",borisovosk@mgfso.ru,mgfso.mossport.ru/object,(495) 390-33-75,37.7265006220462,55.6358699997854
Стадион «Свиблово»,"Тенистый проезд, дом 6",radugasviblovo@mail.ru,sviblovo.mos.ru,(499) 181-73-51,37.6347919100342,55.8596044004572
Спортивный комплекс образовательного учреждения,"Университетский проспект, дом 7",2086@edu.mos.ru,sch2086uz.mskobr.ru,(495) 938-00-25,37.5494781201935,55.6952167270111
Спортивный комплекс образовательного учреждения,"Университетский проспект, дом 7",2086@edu.mos.ru,sch2086uz.mskobr.ru,(495) 938-00-25,37.549797017881,55.695035171242
Спортивный комлекс «Связист»,"Большая Тихоновская улица, дом 5",gu_sokolniki@rambler.ru,tennis-play.com/tennis-courts/sportivnyyi_kompleks_svyazist_stadion,(499) 268-48-91,37.686637707105,55.8069819089739
Спортивный комплекс образовательного учреждения,"город Зеленоград, корпус 509",1557@edu.mos.ru,lyc1557zg.mskobr.ru,(499) 734-13-40,37.2305764100588,55.9971687340905
Спортивный комплекс образовательного учреждения,"1-й Кожуховский проезд, дом 17",1272@edu.mos.ru,sch1272.mskobr.ru,(495) 710-36-39,37.663990040574,55.7085890315048
Спортивный комплекс образовательного учреждения,"Филёвский бульвар, дом 13, корпус 2",1114@edu.mos.ru,sch1114z.mskobr.ru,(499) 145-19-63,37.4830493759604,55.7644238481448
Спортивный комплекс образовательного учреждения,"Щёлковское шоссе, дом 29А",319@edu.mos.ru,sch319v.mskobr.ru,(495) 462-56-83,37.777580786495,55.810978212786
Спортивный комплекс образовательного учреждения,"Филёвский бульвар, дом 13, корпус 2",1114@edu.mos.ru,sch1114z.mskobr.ru,(499) 145-19-63,37.4832800459367,55.7644162874348
Спортивный комплекс образовательного учреждения,"Веерная улица, дом 38, корпус 2",814@edu.mos.ru,sch814z.mskobr.ru,(495) 441-71-22,37.481367736896,55.714199071465
Комплекс спортивных сооружений «Академия «Спартак» по футболу имени Ф. Черенкова»,"Малый Олений переулок, дом 23, строение 1А",school@spartak.com,spartak.com/main/business/2629,(499) 268-88-77,37.695243089198,55.8034414617501
Комплекс спортивных сооружений «Академия «Спартак» по футболу имени Ф. Черенкова»,"Малый Олений переулок, дом 23, строение 1А",school@spartak.com,spartak.com/main/business/2629,(499) 268-88-77,37.6955031379142,55.8037320006478
Спортивный комплекс образовательного учреждения,"улица Академика Бакулева, дом 20",109@edu.mos.ru,co109.mskobr.ru,(499) 737-48-58,37.476377841959,55.640431536696
Спортивный комплекс образовательного учреждения,"3-я Нововатутинская улица, дом 13, корпус 3",1392@edu.mos.ru,schtn1392.mskobr.ru,(495) 746-45-13,37.346231,55.516662
Спортивный комплекс образовательного учреждения,"город Зеленоград, корпус 1140",info@mgpu.ru,university-school.mskobr.ru,(499) 710-94-42,37.170602989623,55.99454725214
Спортивный комплекс образовательного учреждения,"1-я Останкинская улица, дом 29",1415@edu.mos.ru,sch1415sv.mskobr.ru,(495) 602-20-41,37.625634244672,55.824404103882
"Спортивный комплекс высшего учебного заведения «Теннисный центр Российского государственного университета физической культуры, спорта, молодёжи и туризма»","Сиреневый бульвар, дом 4, строение 12",,www.sportedu.ru,(495) 961-31-11,37.7682900842476,55.7994942374329
"Спортивный комплекс высшего учебного заведения «Теннисный центр Российского государственного университета физической культуры, спорта, молодёжи и туризма»","Сиреневый бульвар, дом 4, строение 12",,www.sportedu.ru,(495) 961-31-11,37.7685888059366,55.7995079346597
"Спортивный комплекс высшего учебного заведения «Теннисный центр Российского государственного университета физической культуры, спорта, молодёжи и туризма»","Сиреневый бульвар, дом 4, строение 12",,www.sportedu.ru,(495) 961-31-11,37.7682626542795,55.7998201816124
"Спортивный комплекс высшего учебного заведения «Теннисный центр Российского государственного университета физической культуры, спорта, молодёжи и туризма»","Сиреневый бульвар, дом 4, строение 12",,www.sportedu.ru,(495) 961-31-11,37.7685525122984,55.7998230585751
"Спортивный комплекс высшего учебного заведения «Теннисный центр Российского государственного университета физической культуры, спорта, молодёжи и туризма»","Сиреневый бульвар, дом 4, строение 12",,www.sportedu.ru,(495) 961-31-11,37.7682542592463,55.8001319177594
"Спортивный комплекс высшего учебного заведения «Теннисный центр Российского государственного университета физической культуры, спорта, молодёжи и туризма»","Сиреневый бульвар, дом 4, строение 12",,www.sportedu.ru,(495) 961-31-11,37.768547576313,55.8001565905068
Стадион «РЖД Арена»,"Большая Черкизовская улица, владение 125, строение 1",,www.fclm.ru/ru/club/stadium,(499) 161-42-83,37.7409561027298,55.8050588308411
Стадион «РЖД Арена»,"Большая Черкизовская улица, владение 125, строение 1",,www.fclm.ru/ru/club/stadium,(499) 161-42-83,37.7412309608652,55.8051154554514
Комплекс спортивных сооружений ГБУ «Московская теннисная академия» Москомспорта,"улица Удальцова, дом 54",olimpiets@mossport.ru,olimpiets.mossport.ru,(499) 431-97-92,37.4901147134586,55.6865393863505
Комплекс спортивных сооружений ГБУ «Московская теннисная академия» Москомспорта,"улица Удальцова, дом 54",olimpiets@mossport.ru,olimpiets.mossport.ru,(499) 431-97-92,37.4901908211388,55.6867191505581
Комплекс спортивных сооружений ГБУ «Московская теннисная академия» Москомспорта,"улица Удальцова, дом 54",olimpiets@mossport.ru,olimpiets.mossport.ru,(499) 431-97-92,37.4907244334482,55.6865756077621
Комплекс спортивных сооружений ГБУ «Московская теннисная академия» Москомспорта,"улица Удальцова, дом 54",olimpiets@mossport.ru,olimpiets.mossport.ru,(499) 431-97-92,37.4908281810562,55.6867228708571
Комплекс спортивных сооружений ГБУ «Московская теннисная академия» Москомспорта,"улица Удальцова, дом 54",olimpiets@mossport.ru,olimpiets.mossport.ru,(499) 431-97-92,37.4903857001125,55.6868587792214
Комплекс спортивных сооружений ГБУ «Московская теннисная академия» Москомспорта,"Чоботовская улица, дом 4, корпус 1",olimpiets@mossport.ru,olimpiets.mossport.ru/,(499) 737-00-07,37.3538961024665,55.6460711100826
Комплекс спортивных сооружений ГБУ «Московская теннисная академия» Москомспорта,"Чоботовская улица, дом 4, корпус 1",olimpiets@mossport.ru,olimpiets.mossport.ru/,(499) 737-00-07,37.3541965098759,55.6460100373748
Комплекс спортивных сооружений ГБУ «Московская теннисная академия» Москомспорта,"Чоботовская улица, дом 4, корпус 1",olimpiets@mossport.ru,olimpiets.mossport.ru/,(499) 737-00-07,37.3544808240316,55.645937078473
Национальный теннисный центр им. Хуана Антонио Самаранча,"Ленинградское шоссе, владение 45",ntc-moscow@russport.ru,ntc-moscow.ru/,(499) 283-91-19,37.4713446746029,55.8454921946308
Национальный теннисный центр им. Хуана Антонио Самаранча,"Ленинградское шоссе, владение 45",ntc-moscow@russport.ru,ntc-moscow.ru/,(499) 283-91-19,37.4717572483875,55.8452112538568
Национальный теннисный центр им. Хуана Антонио Самаранча,"Ленинградское шоссе, владение 45",ntc-moscow@russport.ru,ntc-moscow.ru/,(499) 283-91-19,37.474377058576,55.8457462376232
Национальный теннисный центр им. Хуана Антонио Самаранча,"Ленинградское шоссе, владение 45",ntc-moscow@russport.ru,ntc-moscow.ru/,(499) 283-91-19,37.4709503873111,55.8457092000195
Национальный теннисный центр им. Хуана Антонио Самаранча,"Ленинградское шоссе, владение 45",ntc-moscow@russport.ru,ntc-moscow.ru/,(499) 283-91-19,37.4714749084234,55.8451756404671
Национальный теннисный центр им. Хуана Антонио Самаранча,"Ленинградское шоссе, владение 45",ntc-moscow@russport.ru,ntc-moscow.ru/,(499) 283-91-19,37.4721992073164,55.8456436651007
Национальный теннисный центр им. Хуана Антонио Самаранча,"Ленинградское шоссе, владение 45",ntc-moscow@russport.ru,ntc-moscow.ru/,(499) 283-91-19,37.4716032807335,55.8455523165177
Национальный теннисный центр им. Хуана Антонио Самаранча,"Ленинградское шоссе, владение 45",ntc-moscow@russport.ru,ntc-moscow.ru/,(499) 283-91-19,37.4724309692539,55.8448100925518
Физкультурно-оздоровительный комплекс «Комета»,"Строгинский бульвар, дом 3, корпус 1",,fok-kometa.ru,(495) 942-77-65,37.3981035095198,55.8059015267688
Фитнес-клуб «Вита-спорт»,"Живописная улица, дом 21, корпус 2",,vitaclub.ru,(495) 032-36-36,37.4483470637879,55.7901759176754
Фитнес-клуб «Вита-спорт»,"Живописная улица, дом 21, корпус 2",,vitaclub.ru,(495) 032-36-36,37.4478376181827,55.7901834719972
Дворовая территория,"улица Свободы, дом 67, корпус 4",severnoe-tushino@mos.ru,severnoe-tushino.mos.ru/,(495) 948-46-12,37.4462214565227,55.8569221898108
Фитнес-клуб «Вита-спорт»,"Живописная улица, дом 21, корпус 2",,vitaclub.ru,(495) 032-36-36,37.4477677066407,55.7905023393925
Дворовая территория,"улица Свободы, дом 67, корпус 4",severnoe-tushino@mos.ru,severnoe-tushino.mos.ru/,(495) 948-46-12,37.446452126498,55.8569478363724
НОУ «Детская теннисная школа «Белокаменная-КР»,"Самокатная улица, дом 2А, строение 1",belokamennaya@inbox.ru,kamelzon.ru,(495) 362-22-86,37.6724616976894,55.7582632379143
Фитнес-клуб «Вита-спорт»,"Живописная улица, дом 21, корпус 2",,vitaclub.ru,(495) 032-36-36,37.4480949361405,55.7901759176754
Национальный теннисный центр им. Хуана Антонио Самаранча,"Ленинградское шоссе, владение 45",ntc-moscow@russport.ru,ntc-moscow.ru/,(499) 283-91-19,37.4734490142573,55.8447750650429
Национальный теннисный центр им. Хуана Антонио Самаранча,"Ленинградское шоссе, владение 45",ntc-moscow@russport.ru,ntc-moscow.ru/,(499) 283-91-19,37.4720336226194,55.84526261974
Спортивный комплекс высшего учебного заведения «Московский государственный институт международных отношений»,"проспект Вернадского, дом 76, корпус Е, строение 2",fisvos@yandex.ru,mgimo.ru,(495) 234-84-02,37.4833263202975,55.6724103640578
Фитнес-клуб «Вита-спорт»,"Живописная улица, дом 21, корпус 2",,vitaclub.ru,(495) 032-36-36,37.4480681140504,55.7904932721597
Национальный теннисный центр им. Хуана Антонио Самаранча,"Ленинградское шоссе, владение 45",ntc-moscow@russport.ru,ntc-moscow.ru/,(499) 283-91-19,37.4723703925119,55.845288900552
Национальный теннисный центр им. Хуана Антонио Самаранча,"Ленинградское шоссе, владение 45",ntc-moscow@russport.ru,ntc-moscow.ru/,(499) 283-91-19,37.4725070567631,55.8457175144971
Национальный теннисный центр им. Хуана Антонио Самаранча,"Ленинградское шоссе, владение 45",ntc-moscow@russport.ru,ntc-moscow.ru/,(499) 283-91-19,37.4718822304711,55.8455898736255
Дворовая территория,"Петрозаводская улица, дом 28, корпус 5",ur.hovrino@yandex.ru,khovrino.mos.ru/,(495) 456-03-60,37.4877158553895,55.870700177605
Гребной канал Москва,"Крылатская улица, дом 2, строение 19",info@sport.center,canalmoscow.ru/,(499) 149-39-39,37.4423956301173,55.7557581474922
Гребной канал Москва,"Крылатская улица, дом 2, строение 19",info@sport.center,canalmoscow.ru/,(499) 149-39-39,37.4425002362686,55.7563284113524
Гребной канал Москва,"Крылатская улица, дом 2, строение 19",info@sport.center,canalmoscow.ru/,(499) 149-39-39,37.4421113159621,55.7558048088625
Гребной канал Москва,"Крылатская улица, дом 2, строение 19",info@sport.center,canalmoscow.ru/,(499) 149-39-39,37.4432727743692,55.7561066030911
Гребной канал Москва,"Крылатская улица, дом 2, строение 19",info@sport.center,canalmoscow.ru/,(499) 149-39-39,37.4425485160312,55.7560708511169
Гребной канал Москва,"Крылатская улица, дом 2, строение 19",info@sport.center,canalmoscow.ru/,(499) 149-39-39,37.4422534730397,55.7561092941412
Гребной канал Москва,"Крылатская улица, дом 2, строение 19",info@sport.center,canalmoscow.ru/,(499) 149-39-39,37.4429872431817,55.7561435000882
Стадион «Крылья Советов»,"проспект Будённого, дом 17А, строение 3",,ks-fitness.ru,(499) 785-81-24,37.7297576308542,55.7741940938584
Дворовая территория,"Петрозаводская улица, дом 28, корпус 5",ur.hovrino@yandex.ru,khovrino.mos.ru/,(495) 456-03-60,37.4875830860428,55.8708289547567
Стадион «Крылья Советов»,"проспект Будённого, дом 17А, строение 3",,ks-fitness.ru,(499) 785-81-24,37.7299585885542,55.7742694966251
Стадион «Крылья Советов»,"проспект Будённого, дом 17А, строение 3",,ks-fitness.ru,(499) 785-81-24,37.7301894819366,55.7742867016692
Дворовая территория,"улица Кржижановского, дом 3",academsport@mail.ru,akademichesky.mos.ru/,(499) 129-04-41,37.5618192805027,55.6832622365356
"Парк, озелененная городская территория","2-й Южнопортовый проезд, дом 15",kholonya@list.ru,uzhnoport.mos.ru,(495) 958-98-64,37.6827021977786,55.6989854098158
Спортивный комплекс «Конструктор»,"Большая Филёвская улица, дом 32",info@sportcosmos.ru,www.sportcosmos.ru/sk-konstruktor,(495) 120-51-20,37.4709603750594,55.7408607940253
Спортивный комплекс «Конструктор»,"Большая Филёвская улица, дом 32",info@sportcosmos.ru,www.sportcosmos.ru/sk-konstruktor,(495) 120-51-20,37.470748453523,55.7411032882531
Спортивный комплекс «Конструктор»,"Большая Филёвская улица, дом 32",info@sportcosmos.ru,www.sportcosmos.ru/sk-konstruktor,(495) 120-51-20,37.4707430891051,55.7408037585138
Спортивный комплекс «Конструктор»,"Большая Филёвская улица, дом 32",info@sportcosmos.ru,www.sportcosmos.ru/sk-konstruktor,(495) 120-51-20,37.4705207119135,55.7410283647351
Государственное автономное учреждение культуры города Москвы «Центральный парк культуры и отдыха имени М. Горького»,"улица Крымский Вал, дом 9, строение 1",official@park-gorkogo.com,www.park-gorkogo.com,(495) 995-00-20,37.5906701395161,55.7182765400984
Государственное автономное учреждение культуры города Москвы «Центральный парк культуры и отдыха имени М. Горького»,"улица Крымский Вал, дом 9, строение 1",official@park-gorkogo.com,www.park-gorkogo.com,(495) 995-00-20,37.5908611744995,55.7183625040687
Спортивный комплекс высшего учебного заведения «Московский энергетический институт (МЭИ)»,"2-й Краснокурсантский проезд, дом 12, строение 1",stadionenergiya@rambler.ru,mpeisport.ru/stadion-energiya,(495) 361-19-58,37.7030863204986,55.761769503034
Спортивный комплекс высшего учебного заведения «Московский энергетический институт (МЭИ)»,"2-й Краснокурсантский проезд, дом 12, строение 1",stadionenergiya@rambler.ru,mpeisport.ru/stadion-energiya,(495) 361-19-58,37.7026813069373,55.7619551817754
Спортивный комплекс высшего учебного заведения «Московский энергетический институт (МЭИ)»,"2-й Краснокурсантский проезд, дом 12, строение 1",stadionenergiya@rambler.ru,mpeisport.ru/stadion-energiya,(495) 361-19-58,37.7032907227331,55.7616786666167
Спортивный комплекс высшего учебного заведения «Московский энергетический институт (МЭИ)»,"2-й Краснокурсантский проезд, дом 12, строение 1",stadionenergiya@rambler.ru,mpeisport.ru/stadion-energiya,(495) 361-19-58,37.7028943094677,55.7618654038537
Дворовая территория,"улица Рогова, дом 1, строение 1",shukino-uprava@mos.ru,schukino.mos.ru,(499) 194-36-51,37.4637947618699,55.7943730901896
Парк «Лефортовский»,"Красноказарменная улица, дом 3",mgomz@culture.mos.ru,avtodor-uvao.ru,(499) 261-70-20,37.6907619803059,55.7659523803617
Парк «Лефортовский»,"Красноказарменная улица, дом 3",mgomz@culture.mos.ru,avtodor-uvao.ru,(499) 261-70-20,37.6905613614347,55.7656489028307
Парк «Лефортовский»,"Красноказарменная улица, дом 3",mgomz@culture.mos.ru,avtodor-uvao.ru,(499) 261-70-20,37.6901023752831,55.765996438737
Парк «Лефортовский»,"Красноказарменная улица, дом 3",mgomz@culture.mos.ru,avtodor-uvao.ru,(499) 261-70-20,37.6898066305705,55.7660444241925
Спортивный комплекс «Дружба»,"улица Миклухо-Маклая, дом 4",information@rudn.ru,www.rudn.ru/,(499) 936-87-87,37.4969090321522,55.6522431422648
Спортивный комплекс «Дружба»,"улица Миклухо-Маклая, дом 4",information@rudn.ru,www.rudn.ru/,(499) 936-87-87,37.496722289083,55.6521171526511
Спортивный комплекс «Дружба»,"улица Миклухо-Маклая, дом 4",information@rudn.ru,www.rudn.ru/,(499) 936-87-87,37.4972365104776,55.6519997282017
Спортивный комплекс «Дружба»,"улица Миклухо-Маклая, дом 4",information@rudn.ru,www.rudn.ru/,(499) 936-87-87,37.4963684620097,55.6524898533363
Спортивный комплекс «Дружба»,"улица Миклухо-Маклая, дом 4",information@rudn.ru,www.rudn.ru/,(499) 936-87-87,37.4961770405929,55.6523382565616
Спортивный комплекс «Дружба»,"улица Миклухо-Маклая, дом 4",information@rudn.ru,www.rudn.ru/,(499) 936-87-87,37.4974920830702,55.6518896629751
Дворовая территория,"улица Тёплый Стан, дом 9, корпус 5",tstan-sport07@yandex.ru,teplystan.mos.ru,(495) 338-38-00,37.494613,55.619887
Горнолыжный комплекс «Лата Трэк»,"Крылатская улица, дом 1",reception@lata-track.ru,www.spusk.ru,(495) 780-22-77,37.4268503056995,55.7508585445575
Дворовая территория,"Каширский проезд, дом 9, корпус 1",songs@mos.ru,nagatino-sadovniki.mos.ru,(499) 612-07-46,37.6237252475354,55.6594485508613
"Парк, озелененная городская территория «Ландшафтный парк Митино»","улица Барышиха, дом 8",info@bapark.ru,bapark.ru,(499) 184-34-22,37.3580411302397,55.8314763765262
Парк «Сад культуры и отдыха имени Н.Э. Баумана»,"Старая Басманная улица, дом 15А, строение 4",sadbaumana@culture.mos.ru,sadbaumana.ru,(499) 261-58-83,37.660404,55.765853
Сквер по Олонецкому проезду,"Олонецкий проезд, дом 20",info@bapark.ru,bapark.ru,(499) 184-34-22,37.6550280725313,55.8740136992066
Физкультурно-оздоровительный комплекс с бассейном «Теннис-ру»,"деревня Летово, Малая Летовская улица, дом 8",info@tennis.ru,tennis.ru/,(495) 980-10-10,37.4106859841308,55.5693421018717
НОУ «Детская теннисная школа «Белокаменная-КР»,"Самокатная улица, дом 2А, строение 1",belokamennaya@inbox.ru,kamelzon.ru,(495) 362-22-86,37.6720328905982,55.7579194985093
НОУ «Детская теннисная школа «Белокаменная-КР»,"Самокатная улица, дом 2А, строение 1",belokamennaya@inbox.ru,kamelzon.ru,(495) 362-22-86,37.6723356338656,55.757877568044
НОУ «Детская теннисная школа «Белокаменная-КР»,"Самокатная улица, дом 2А, строение 1",belokamennaya@inbox.ru,kamelzon.ru,(495) 362-22-86,37.6719520779769,55.7576085139593
НОУ «Детская теннисная школа «Белокаменная-КР»,"Самокатная улица, дом 2А, строение 1",belokamennaya@inbox.ru,kamelzon.ru,(495) 362-22-86,37.6722578498044,55.7575585663589
НОУ «Детская теннисная школа «Белокаменная-КР»,"Самокатная улица, дом 2А, строение 1",belokamennaya@inbox.ru,kamelzon.ru,(495) 362-22-86,37.6720218154108,55.7573457107392
Фитнес-клуб «Вита-спорт»,"Живописная улица, дом 21, корпус 2",,vitaclub.ru,(495) 032-36-36,37.4479164257261,55.789861140072
Фитнес-клуб «Вита-спорт»,"Живописная улица, дом 21, корпус 2",,vitaclub.ru,(495) 032-36-36,37.4481968600831,55.7898404258258
Спортивный городок «Лужники»,"улица Лужники, дом 24, строение 11",,luzhniki.ru,(495) 780-08-08,37.5450637725465,55.7246114776958
Спортивный городок «Лужники»,"улица Лужники, дом 24, строение 11",,luzhniki.ru,(495) 780-08-08,37.5461631514964,55.7254181813801
Спортивный городок «Лужники»,"улица Лужники, дом 24, строение 11",,luzhniki.ru,(495) 780-08-08,37.5459458925662,55.725483775514
Спортивный городок «Лужники»,"улица Лужники, дом 24, строение 11",,luzhniki.ru,(495) 780-08-08,37.5457125403819,55.7255645069008
Спортивный городок «Лужники»,"улица Лужники, дом 24, строение 11",,luzhniki.ru,(495) 780-08-08,37.5456159808574,55.7250737168085
